X Y
7.350000 24.450000
8.050000 24.950000
8.800000 25.450000
9.500000 26.000000
10.200000 26.350000
10.900000 26.750000
11.700000 27.000000
12.450000 27.250000
13.300000 27.600000
14.050000 27.600000
14.700000 27.750000
15.550000 27.750000
16.400000 27.750000
17.100000 27.750000
17.900000 27.750000
18.550000 27.700000
19.350000 27.600000
20.100000 27.350000
20.700000 27.100000
21.450000 26.800000
22.050000 26.500000
22.700000 26.150000
23.350000 25.650000
23.800000 25.300000
24.300000 24.850000
24.750000 24.350000
25.250000 23.950000
25.650000 23.450000
26.050000 23.000000
26.200000 22.300000
26.600000 21.800000
26.750000 21.250000
27.000000 20.700000
27.150000 20.150000
27.150000 19.600000
27.350000 19.100000
27.350000 18.450000
27.400000 18.000000
27.300000 17.400000
27.150000 16.900000
27.000000 16.400000
27.000000 15.900000
26.750000 15.350000
26.550000 14.850000
26.300000 14.450000
25.950000 14.100000
25.750000 13.700000
25.350000 13.300000
25.050000 12.950000
24.800000 12.700000
24.400000 12.450000
24.050000 12.200000
23.550000 11.850000
23.200000 11.650000
22.750000 11.400000
22.300000 11.300000
21.900000 11.100000
21.450000 11.050000
21.100000 11.000000
20.700000 10.950000
20.350000 10.950000
19.950000 11.000000
19.550000 11.000000
19.150000 11.050000
18.850000 11.100000
18.450000 11.250000
18.150000 11.350000
17.850000 11.500000
17.500000 11.700000
17.200000 11.950000
17.000000 12.050000
16.750000 12.200000
16.650000 12.350000
16.500000 12.500000
16.350000 12.700000
16.200000 12.800000
16.150000 12.950000
16.000000 13.100000
15.950000 13.250000
15.900000 13.400000
15.800000 13.500000
15.800000 13.650000
15.750000 13.850000
15.650000 14.050000
15.650000 14.250000
15.650000 14.500000
15.650000 14.600000
66.950000 7.950000
66.150000 7.300000
65.450000 6.650000
64.700000 6.000000
63.900000 5.550000
63.050000 5.000000
62.200000 4.550000
61.350000 4.150000
60.400000 3.850000
59.600000 3.600000
58.600000 3.300000
57.750000 3.150000
56.850000 3.050000
55.900000 3.000000
55.000000 2.900000
54.100000 3.000000
53.200000 3.200000
52.300000 3.250000
51.550000 3.500000
50.700000 3.700000
49.850000 4.100000
49.150000 4.400000
48.400000 4.750000
47.700000 5.200000
47.050000 5.650000
46.450000 6.150000
45.900000 6.650000
45.300000 7.250000
44.700000 7.850000
44.350000 8.350000
43.900000 9.050000
43.550000 9.650000
43.150000 10.350000
42.950000 10.950000
42.750000 11.700000
42.550000 12.350000
42.450000 13.000000
42.350000 13.750000
42.300000 14.350000
42.350000 14.950000
42.350000 15.750000
42.550000 16.350000
42.700000 16.950000
42.800000 17.550000
43.050000 18.150000
43.300000 18.750000
43.650000 19.300000
43.900000 19.850000
44.300000 20.300000
44.650000 20.800000
45.200000 21.250000
45.600000 21.650000
46.100000 22.150000
46.550000 22.450000
46.950000 22.700000
47.550000 23.000000
48.050000 23.200000
48.450000 23.400000
49.000000 23.550000
49.550000 23.600000
50.100000 23.750000
50.700000 23.750000
51.150000 23.850000
51.700000 23.800000
52.150000 23.750000
52.750000 23.750000
53.200000 23.600000
53.650000 23.500000
54.100000 23.350000
54.600000 23.150000
55.000000 22.950000
55.400000 22.700000
55.700000 22.550000
56.000000 22.150000
56.450000 21.950000
56.750000 21.550000
57.000000 21.250000
57.250000 21.000000
57.500000 20.700000
57.650000 20.350000
57.750000 20.050000
57.900000 19.650000
58.000000 19.350000
58.100000 19.000000
58.150000 18.650000
58.200000 18.250000
58.200000 18.050000
58.200000 17.800000
58.100000 17.450000
58.050000 17.150000
57.900000 16.900000
57.850000 16.600000
57.700000 16.400000
57.600000 16.200000
57.550000 16.050000
57.400000 15.950000
57.350000 15.800000
57.200000 15.650000
57.150000 15.550000
57.000000 15.400000
56.900000 15.300000
56.850000 15.250000
56.750000 15.150000
56.650000 15.050000
56.550000 15.000000
56.500000 14.900000
54.350000 31.650000
55.350000 31.450000
56.350000 31.100000
57.250000 30.900000
58.200000 30.450000
58.950000 30.050000
59.900000 29.650000
60.600000 29.050000
61.350000 28.500000
62.150000 27.900000
62.750000 27.350000
63.300000 26.600000
63.950000 25.850000
64.500000 25.150000
64.950000 24.450000
65.400000 23.700000
65.600000 22.900000
65.900000 22.100000
66.250000 21.300000
66.350000 20.550000
66.500000 19.700000
66.550000 18.900000
66.650000 18.150000
66.600000 17.350000
66.450000 16.550000
66.300000 15.800000
66.150000 15.050000
65.900000 14.350000
65.600000 13.650000
65.300000 13.000000
64.900000 12.300000
64.500000 11.750000
64.000000 11.150000
63.500000 10.600000
63.000000 10.100000
62.550000 9.650000
61.900000 9.100000
61.250000 8.800000
60.700000 8.400000
60.150000 8.050000
59.500000 7.750000
58.900000 7.650000
58.150000 7.400000
57.500000 7.300000
56.900000 7.100000
56.250000 7.050000
55.500000 7.000000
54.900000 6.950000
54.250000 7.050000
53.750000 7.100000
53.050000 7.250000
52.500000 7.350000
51.900000 7.600000
51.350000 7.800000
50.800000 8.050000
50.400000 8.350000
49.900000 8.700000
49.450000 8.900000
48.950000 9.300000
48.600000 9.650000
48.250000 10.100000
47.950000 10.550000
47.650000 10.900000
47.350000 11.400000
47.200000 11.750000
46.950000 12.200000
46.800000 12.650000
46.750000 13.050000
46.550000 13.600000
46.550000 14.000000
46.550000 14.350000
46.550000 14.700000
46.600000 15.250000
46.650000 15.700000
46.800000 16.050000
46.850000 16.500000
47.000000 16.750000
47.150000 17.200000
47.300000 17.600000
47.550000 17.850000
47.800000 18.050000
48.100000 18.400000
48.300000 18.600000
48.550000 18.850000
48.800000 19.050000
49.150000 19.250000
49.450000 19.500000
49.850000 19.550000
50.000000 19.700000
50.250000 19.700000
50.550000 19.850000
50.950000 19.900000
51.200000 19.900000
51.550000 19.900000
51.850000 19.900000
52.200000 19.900000
52.400000 19.800000
52.650000 19.750000
52.800000 19.700000
53.000000 19.600000
53.200000 19.550000
38.900000 9.600000
38.550000 10.650000
38.350000 11.400000
38.100000 12.350000
38.100000 13.250000
38.050000 14.150000
38.000000 15.100000
38.100000 16.000000
38.200000 16.850000
38.450000 17.750000
38.700000 18.700000
38.950000 19.550000
39.350000 20.250000
39.700000 21.100000
40.150000 21.800000
40.600000 22.500000
41.200000 23.300000
41.800000 23.850000
42.350000 24.450000
43.050000 24.950000
43.800000 25.450000
44.500000 26.000000
45.200000 26.350000
45.900000 26.750000
46.700000 27.000000
47.450000 27.250000
48.300000 27.600000
49.050000 27.600000
49.700000 27.750000
50.550000 27.750000
51.400000 27.750000
52.100000 27.750000
52.900000 27.750000
53.550000 27.700000
54.350000 27.600000
55.100000 27.350000
55.700000 27.100000
56.450000 26.800000
57.050000 26.500000
57.700000 26.150000
58.350000 25.650000
58.800000 25.300000
59.300000 24.850000
59.750000 24.350000
60.250000 23.950000
60.650000 23.450000
61.050000 23.000000
61.200000 22.300000
61.600000 21.800000
61.750000 21.250000
62.000000 20.700000
62.150000 20.150000
62.150000 19.600000
62.350000 19.100000
62.350000 18.450000
62.400000 18.000000
62.300000 17.400000
62.150000 16.900000
62.000000 16.400000
62.000000 15.900000
61.750000 15.350000
61.550000 14.850000
61.300000 14.450000
60.950000 14.100000
60.750000 13.700000
60.350000 13.300000
60.050000 12.950000
59.800000 12.700000
59.400000 12.450000
59.050000 12.200000
58.550000 11.850000
58.200000 11.650000
57.750000 11.400000
57.300000 11.300000
56.900000 11.100000
56.450000 11.050000
56.100000 11.000000
55.700000 10.950000
55.350000 10.950000
54.950000 11.000000
54.550000 11.000000
54.150000 11.050000
53.850000 11.100000
53.450000 11.250000
53.150000 11.350000
52.850000 11.500000
52.500000 11.700000
52.200000 11.950000
52.000000 12.050000
51.750000 12.200000
51.650000 12.350000
51.500000 12.500000
51.350000 12.700000
51.200000 12.800000
51.150000 12.950000
51.000000 13.100000
50.950000 13.250000
50.900000 13.400000
50.800000 13.500000
50.800000 13.650000
50.750000 13.850000
50.650000 14.050000
50.650000 14.250000
50.650000 14.500000
50.650000 14.600000
49.450000 42.950000
48.650000 42.300000
47.950000 41.650000
47.200000 41.000000
46.400000 40.550000
45.550000 40.000000
44.700000 39.550000
43.850000 39.150000
42.900000 38.850000
42.100000 38.600000
41.100000 38.300000
40.250000 38.150000
39.350000 38.050000
38.400000 38.000000
37.500000 37.900000
36.600000 38.000000
35.700000 38.200000
34.800000 38.250000
34.050000 38.500000
33.200000 38.700000
32.350000 39.100000
31.650000 39.400000
30.900000 39.750000
30.200000 40.200000
29.550000 40.650000
28.950000 41.150000
28.400000 41.650000
27.800000 42.250000
27.200000 42.850000
26.850000 43.350000
26.400000 44.050000
26.050000 44.650000
25.650000 45.350000
25.450000 45.950000
25.250000 46.700000
25.050000 47.350000
24.950000 48.000000
24.850000 48.750000
24.800000 49.350000
24.850000 49.950000
24.850000 50.750000
25.050000 51.350000
25.200000 51.950000
25.300000 52.550000
25.550000 53.150000
25.800000 53.750000
26.150000 54.300000
26.400000 54.850000
26.800000 55.300000
27.150000 55.800000
27.700000 56.250000
28.100000 56.650000
28.600000 57.150000
29.050000 57.450000
29.450000 57.700000
30.050000 58.000000
30.550000 58.200000
30.950000 58.400000
31.500000 58.550000
32.050000 58.600000
32.600000 58.750000
33.200000 58.750000
33.650000 58.850000
34.200000 58.800000
34.650000 58.750000
35.250000 58.750000
35.700000 58.600000
36.150000 58.500000
36.600000 58.350000
37.100000 58.150000
37.500000 57.950000
37.900000 57.700000
38.200000 57.550000
38.500000 57.150000
38.950000 56.950000
39.250000 56.550000
39.500000 56.250000
39.750000 56.000000
40.000000 55.700000
40.150000 55.350000
40.250000 55.050000
40.400000 54.650000
40.500000 54.350000
40.600000 54.000000
40.650000 53.650000
40.700000 53.250000
40.700000 53.050000
40.700000 52.800000
40.600000 52.450000
40.550000 52.150000
40.400000 51.900000
40.350000 51.600000
40.200000 51.400000
40.100000 51.200000
40.050000 51.050000
39.900000 50.950000
39.850000 50.800000
39.700000 50.650000
39.650000 50.550000
39.500000 50.400000
39.400000 50.300000
39.350000 50.250000
39.250000 50.150000
39.150000 50.050000
39.050000 50.000000
39.000000 49.900000
36.850000 66.650000
37.850000 66.450000
38.850000 66.100000
39.750000 65.900000
40.700000 65.450000
41.450000 65.050000
42.400000 64.650000
43.100000 64.050000
43.850000 63.500000
44.650000 62.900000
45.250000 62.350000
45.800000 61.600000
46.450000 60.850000
47.000000 60.150000
47.450000 59.450000
47.900000 58.700000
48.100000 57.900000
48.400000 57.100000
48.750000 56.300000
48.850000 55.550000
49.000000 54.700000
49.050000 53.900000
49.150000 53.150000
49.100000 52.350000
48.950000 51.550000
48.800000 50.800000
48.650000 50.050000
48.400000 49.350000
48.100000 48.650000
47.800000 48.000000
47.400000 47.300000
47.000000 46.750000
46.500000 46.150000
46.000000 45.600000
45.500000 45.100000
45.050000 44.650000
44.400000 44.100000
43.750000 43.800000
43.200000 43.400000
42.650000 43.050000
42.000000 42.750000
41.400000 42.650000
40.650000 42.400000
40.000000 42.300000
39.400000 42.100000
38.750000 42.050000
38.000000 42.000000
37.400000 41.950000
36.750000 42.050000
36.250000 42.100000
35.550000 42.250000
35.000000 42.350000
34.400000 42.600000
33.850000 42.800000
33.300000 43.050000
32.900000 43.350000
32.400000 43.700000
31.950000 43.900000
31.450000 44.300000
31.100000 44.650000
30.750000 45.100000
30.450000 45.550000
30.150000 45.900000
29.850000 46.400000
29.700000 46.750000
29.450000 47.200000
29.300000 47.650000
29.250000 48.050000
29.050000 48.600000
29.050000 49.000000
29.050000 49.350000
29.050000 49.700000
29.100000 50.250000
29.150000 50.700000
29.300000 51.050000
29.350000 51.500000
29.500000 51.750000
29.650000 52.200000
29.800000 52.600000
30.050000 52.850000
30.300000 53.050000
30.600000 53.400000
30.800000 53.600000
31.050000 53.850000
31.300000 54.050000
31.650000 54.250000
31.950000 54.500000
32.350000 54.550000
32.500000 54.700000
32.750000 54.700000
33.050000 54.850000
33.450000 54.900000
33.700000 54.900000
34.050000 54.900000
34.350000 54.900000
34.700000 54.900000
34.900000 54.800000
35.150000 54.750000
35.300000 54.700000
35.500000 54.600000
35.700000 54.550000
21.400000 44.600000
21.050000 45.650000
20.850000 46.400000
20.600000 47.350000
20.600000 48.250000
20.550000 49.150000
20.500000 50.100000
20.600000 51.000000
20.700000 51.850000
20.950000 52.750000
21.200000 53.700000
21.450000 54.550000
21.850000 55.250000
22.200000 56.100000
22.650000 56.800000
23.100000 57.500000
23.700000 58.300000
24.300000 58.850000
24.850000 59.450000
25.550000 59.950000
26.300000 60.450000
27.000000 61.000000
27.700000 61.350000
28.400000 61.750000
29.200000 62.000000
29.950000 62.250000
30.800000 62.600000
31.550000 62.600000
32.200000 62.750000
33.050000 62.750000
33.900000 62.750000
34.600000 62.750000
35.400000 62.750000
36.050000 62.700000
36.850000 62.600000
37.600000 62.350000
38.200000 62.100000
38.950000 61.800000
39.550000 61.500000
40.200000 61.150000
40.850000 60.650000
41.300000 60.300000
41.800000 59.850000
42.250000 59.350000
42.750000 58.950000
43.150000 58.450000
43.550000 58.000000
43.700000 57.300000
44.100000 56.800000
44.250000 56.250000
44.500000 55.700000
44.650000 55.150000
44.650000 54.600000
44.850000 54.100000
44.850000 53.450000
44.900000 53.000000
44.800000 52.400000
44.650000 51.900000
44.500000 51.400000
44.500000 50.900000
44.250000 50.350000
44.050000 49.850000
43.800000 49.450000
43.450000 49.100000
43.250000 48.700000
42.850000 48.300000
42.550000 47.950000
42.300000 47.700000
41.900000 47.450000
41.550000 47.200000
41.050000 46.850000
40.700000 46.650000
40.250000 46.400000
39.800000 46.300000
39.400000 46.100000
38.950000 46.050000
38.600000 46.000000
38.200000 45.950000
37.850000 45.950000
37.450000 46.000000
37.050000 46.000000
36.650000 46.050000
36.350000 46.100000
35.950000 46.250000
35.650000 46.350000
35.350000 46.500000
35.000000 46.700000
34.700000 46.950000
34.500000 47.050000
34.250000 47.200000
34.150000 47.350000
34.000000 47.500000
33.850000 47.700000
33.700000 47.800000
33.650000 47.950000
33.500000 48.100000
33.450000 48.250000
33.400000 48.400000
33.300000 48.500000
33.300000 48.650000
33.250000 48.850000
33.150000 49.050000
33.150000 49.250000
33.150000 49.500000
33.150000 49.600000
